Age,Date,A,B,C,D,E
61,2012-06-12,291.1,,,482.4,
29,1980-12-28,,590.6,,,
23,1998-04-30,674.5,395.3,,849.0,
15,2009-09-23,384.8,,,597.4,
42,1970-04-02,,,1721.3,,
37,2001-07-29,,,,780.9,
18,2005-02-07,,,770.3,694.6,
42,2014-12-14,,206.9,,,517.1
14,1997-03-09,,415.0,1025.8,,
23,1996-04-03,,,1054.3,899.3,
62,2006-03-03,483.0,320.3,646.2,610.2,651.3
49,1975-02-02,,637.5,,1690.5,1072.7
43,1976-09-22,,641.6,1427.2,,1095.7
18,1992-02-28,,533.7,1013.5,,
35,2005-01-24,,347.6,,683.8,
55,2007-01-24,391.8,,711.2,618.3,595.0
27,1995-09-05,,,1008.3,,832.3
21,2013-03-09,,231.3,,471.0,526.9
28,1996-09-03,,419.4,,,710.2
38,2010-02-14,374.5,,,,
54,1997-08-05,653.9,466.5,903.0,978.4,800.2
63,2015-06-11,249.8,,,393.4,
18,1995-10-13,697.5,434.3,,,
34,1983-12-30,995.4,627.1,1206.5,1353.4,945.2
24,2019-02-05,141.9,,,,
60,2014-12-11,230.5,203.3,429.4,,493.9
14,1984-12-13,910.9,598.6,,1334.9,1016.8
17,2012-12-30,295.3,241.7,,423.1,
54,1985-09-26,,616.6,,,
20,1988-05-23,949.0,,1085.1,1338.4,
56,1972-02-25,1307.1,685.2,,,1147.1
36,2015-02-09,233.8,209.9,,356.2,
63,1981-09-02,,,1442.1,,1013.1
46,2019-03-16,,,,,458.5
43,2019-02-09,143.8,169.5,,260.4,
28,1988-03-15,819.0,589.4,1167.7,1195.8,887.5
45,2010-05-24,343.2,,,,614.3
65,1975-05-25,1139.1,,,1776.1,1061.9
62,1994-07-31,727.0,457.4,,,826.7
31,1977-11-29,1173.2,716.5,,,1134.1
27,1972-11-15,,,,1850.8,1239.8
67,2013-08-12,,,,,547.0
31,1987-06-23,919.4,547.5,1317.7,1245.5,
42,1998-08-22,,,,,799.8
57,2007-02-26,394.0,,625.3,583.2,672.0
60,2003-02-02,,364.2,839.1,,
67,2007-03-06,,,706.9,647.4,
62,1987-09-04,891.7,507.7,1139.2,1258.6,
20,2005-01-27,447.0,,784.4,,
35,1998-04-14,,,,,758.3
66,1981-08-05,1000.2,,1310.8,,925.3
32,1985-05-05,860.7,616.9,,1316.2,967.6
17,1981-04-06,1117.1,,,,
65,2005-03-27,,349.2,,628.8,620.5
15,2010-09-24,340.8,247.8,,526.5,531.0
25,1988-05-07,926.1,,,,886.5
36,2019-03-27,132.7,166.2,331.2,,417.8
26,1992-07-09,714.1,,1048.8,1101.4,787.9
62,2015-09-06,,192.2,421.1,380.1,448.0
67,1988-08-06,777.7,,,,950.9
62,1979-02-21,,,,1514.1,
16,1983-01-02,,557.6,1421.7,1300.4,
27,1989-01-30,876.1,,,,924.3
60,2006-03-07,416.0,,,647.1,673.7
52,1978-12-13,1095.2,619.6,1431.1,,
31,2007-01-31,,309.1,,687.7,
30,1980-11-16,1029.6,,,,1087.8
65,2018-03-28,,,,,478.9
39,1998-09-05,583.6,,,,
23,2000-09-10,553.6,,821.5,793.5,667.5
36,1994-10-09,,,935.3,984.7,845.7
64,1971-11-21,1138.6,660.5,1493.7,,1208.9
47,1973-04-29,1215.2,693.1,,,
47,2020-08-23,111.3,162.0,,207.8,
28,1971-03-30,,,,,1168.9
58,2004-09-07,,,796.0,,645.5
55,1989-09-09,827.3,539.5,,,842.1
47,2008-01-12,411.9,275.4,,,
59,1981-11-10,,599.1,1352.4,1362.7,
59,1989-12-27,758.4,557.6,,1201.1,837.5
53,2015-06-11,240.8,229.9,,,
24,1981-11-11,986.0,,1247.7,1299.0,959.0
48,2002-12-01,548.8,,,761.3,
39,2011-12-31,318.8,260.5,,,561.0
45,1993-03-25,,,1096.1,1170.4,
45,2013-02-20,,,518.5,471.1,
15,1996-06-10,,,1036.6,933.6,
31,1970-07-16,1238.9,747.5,,,
57,2000-01-05,,,848.4,802.7,692.4
17,1971-05-30,1156.9,,1778.1,1681.1,
17,1984-08-28,,,,,896.6
26,2015-10-05,220.2,196.5,,,527.5
40,2015-01-21,,226.1,430.5,,
41,2001-09-13,,397.0,808.6,800.1,
34,1999-07-30,,427.6,925.4,,
28,2018-01-30,,192.2,,264.5,
30,2001-08-02,514.2,,,,708.8
58,1980-01-10,,588.4,1547.2,,
46,1998-02-27,698.2,,,842.3,744.5
26,1995-06-03,642.1,427.1,,970.3,
62,1970-11-21,,745.7,1742.0,1885.9,1245.3
14,2001-02-05,548.1,,825.7,,644.0
56,2000-07-18,,395.9,,860.5,
47,2020-10-29,111.7,,,,365.7
30,2002-09-02,507.8,,,848.5,
29,1978-12-19,,,1465.2,,
47,1979-04-03,1025.1,640.5,,1367.0,
53,1996-12-17,,,,,760.6
65,2002-07-13,,401.6,777.1,,717.2
44,1998-11-19,647.6,422.8,,,
22,2019-07-12,131.4,168.5,,239.3,
64,1976-04-26,1225.5,677.3,,,
43,2016-05-07,,211.1,,318.1,517.7
21,2013-11-13,284.9,226.9,478.7,,
28,2007-12-17,,322.8,598.8,650.1,650.8
49,2017-06-18,,,,,417.0
31,1989-11-05,826.0,,,,
21,1997-07-02,,,,962.1,755.0
53,2016-11-26,183.5,187.3,445.4,,
34,1974-03-07,1119.0,,1488.9,,
57,1997-08-11,643.5,,915.4,,820.3
50,1998-03-24,,395.8,,937.3,
43,1970-03-22,1374.0,791.3,1751.5,1952.7,
46,1975-05-27,,626.8,1655.4,,
33,1984-02-28,975.3,636.4,1303.2,,976.9
17,2001-10-05,528.2,,,772.1,
51,2007-04-07,,297.1,,,619.5
54,1995-11-09,687.1,,1001.3,987.6,
22,1991-04-30,,,1135.3,,
25,2000-06-04,,356.2,,,
60,2015-10-15,,193.6,,,467.0
19,1973-01-15,,,1763.7,,
42,1985-12-08,,,1321.6,,
18,2004-08-06,438.5,371.3,,,652.5
47,1971-08-13,,,,,1066.9
43,1992-02-11,752.6,534.9,1078.3,,899.4
15,1994-08-19,,,,1096.3,809.2
34,1992-04-18,697.9,,,,
32,1988-05-22,,561.0,,,926.4
49,1970-10-17,,,1799.9,,1215.5
53,2018-12-20,135.1,,,246.9,
61,2001-02-28,,,,875.8,
24,1978-12-04,1115.3,,,,
56,1995-12-08,,,1076.1,,
48,2001-05-10,508.9,,807.4,739.6,
51,2018-02-03,,,,,411.8
24,1974-01-18,,,,1563.1,
15,1976-08-26,,,1664.8,1474.0,
27,2018-01-09,,171.5,,,
38,2020-05-06,119.2,,317.3,219.1,422.6
50,1974-10-08,,,1635.6,,1186.1
28,1988-10-30,789.0,,1290.1,1149.1,944.0
33,1974-01-10,1134.3,,,,
55,1982-05-24,957.1,600.1,1415.1,,952.8
29,2016-04-16,,,,336.8,435.7
61,1980-08-23,,,1389.0,,
36,1972-08-31,1254.5,707.0,1534.6,1575.9,
25,2011-04-22,,,,,602.2
27,2004-11-05,,,,701.0,655.9
23,2004-01-03,541.1,,727.8,,
34,2012-08-02,327.6,256.6,571.5,454.7,
36,2006-03-24,482.9,,720.9,675.0,
15,1993-09-11,744.8,509.5,1023.3,1044.9,
26,1974-10-07,,,,1647.7,1157.9
54,2020-03-15,123.9,,337.9,,389.2
58,2009-05-23,,,,,577.1
41,2018-07-05,168.2,,344.3,,470.9
22,1991-09-10,,,,1045.5,
62,2001-10-31,502.2,354.5,,,
24,1972-03-09,1236.5,664.2,,1763.1,
39,1986-07-26,864.6,557.6,,,999.9
16,1993-12-13,,,,,756.7
15,1991-07-20,838.6,545.4,,1172.4,
16,2001-05-01,588.1,386.7,917.4,798.1,648.2
53,2019-09-16,,172.2,308.2,,407.8
18,2012-08-21,309.4,237.1,,,560.2
54,1986-12-06,,,,,952.2
62,1976-10-15,1186.2,694.3,1402.7,1555.9,1149.2
25,2016-05-10,,213.0,,377.8,431.9
37,2009-05-31,,278.8,,,
19,1974-09-18,,,1705.2,,
14,1980-07-23,,675.7,1411.5,,1125.4
29,2003-12-17,460.2,340.3,839.2,694.2,642.6
58,1977-07-24,1219.5,671.2,,1636.4,
46,1986-01-03,,,,1217.8,
29,2017-07-24,164.1,176.8,,282.5,
20,2010-12-16,,,,,523.2
27,1979-04-26,1078.0,662.6,1449.9,1553.8,1079.0
21,1974-08-23,1198.4,751.6,1687.2,,1065.3
64,2012-05-13,287.4,243.1,,498.1,587.8
21,1991-06-27,,463.0,,,946.5
41,2016-05-28,214.7,189.9,401.8,,
56,1993-03-28,730.5,,,,807.8
67,2019-02-20,137.5,,,239.4,
49,1982-12-22,1065.0,640.5,1313.8,1307.0,
34,1977-07-12,,,,,994.7
17,1988-08-18,788.6,499.6,,,
24,1994-11-04,779.6,,1053.6,998.3,
46,1980-08-16,,,1461.7,1451.6,
40,1975-08-31,,623.9,1613.7,,
57,2010-03-11,381.7,270.2,566.4,,604.9
31,1989-07-02,777.8,522.3,1097.6,1238.9,877.6
45,1990-07-14,763.2,,1032.0,1247.8,
40,1977-05-12,,,1464.9,1436.2,1129.8
61,1975-03-12,,755.1,,1624.3,
59,2005-07-12,,348.2,,689.2,629.3
57,2004-02-23,524.0,,,,
37,1982-07-29,,,,1349.3,1065.4
29,1993-05-13,699.8,,1022.9,1130.4,895.1
46,1981-09-26,,658.5,1514.9,,
26,1984-09-13,,544.1,,1250.4,
58,2001-11-08,598.1,382.9,,,728.3
19,1977-11-26,1005.1,596.1,1440.8,,
55,1984-02-19,,540.1,1429.5,1453.1,987.8
49,1981-01-13,968.2,598.6,1461.8,,1074.0
36,1987-06-19,,,1161.2,,842.4
64,2015-02-14,,,465.1,403.7,
59,1974-01-16,1187.5,,1486.2,1647.5,1178.8
28,2020-02-14,130.2,,297.5,,388.4
29,1996-08-15,,,,896.6,807.4
37,2009-01-23,366.3,,626.3,,
27,1972-10-29,1280.2,759.5,1689.2,,1220.9
57,1984-12-02,,604.7,1295.2,,1047.4
41,1989-06-04,779.2,,1202.2,,
19,1983-10-09,1010.1,,,,1043.1
61,1988-09-03,,,,,884.8
28,1992-06-11,742.3,514.4,,,
54,1973-09-20,1275.8,,,,
53,1985-09-29,,,1234.9,1367.5,
61,1987-03-20,,505.7,1217.7,1258.0,882.1
60,1995-04-07,689.2,,1101.9,,828.0
62,2007-06-16,418.2,,691.7,,561.7
61,1983-04-06,910.5,623.6,1219.2,1266.5,918.6
38,2019-02-20,,,,,399.3
20,2015-09-30,,,425.2,,440.3
65,1978-03-07,,,1592.3,1435.2,1172.1
62,2010-08-30,345.2,,,,
63,2007-11-21,,,595.3,599.4,
18,2005-06-05,494.8,,692.8,,684.1
17,2014-01-04,,212.0,493.8,,
46,1987-04-01,,,,,967.0
27,1988-04-18,851.4,550.6,,,
37,2011-11-23,,254.6,,474.7,594.3
66,2015-12-19,,226.0,411.9,373.0,486.7
60,2013-03-21,282.3,,511.7,411.1,
64,1980-06-22,1003.2,,1406.5,1520.0,
44,1986-11-14,,,,1390.1,851.3
52,2001-07-21,,,900.7,,643.8
63,1984-02-27,890.4,555.1,1290.7,,927.9
61,2001-09-01,559.3,365.6,781.4,820.2,
58,1993-09-24,796.8,427.7,,,
28,1998-03-29,603.1,,,929.3,822.8
67,2016-06-28,,,,356.0,
35,2013-03-19,,,516.9,474.7,
26,1985-03-28,,602.5,,,
59,2000-09-08,566.6,,,789.5,714.5
53,1990-11-28,,533.9,,,857.6
14,2007-06-22,431.5,,,,605.3
65,1976-04-03,,,,,1057.1
47,1989-09-01,791.0,,1047.1,1283.9,
54,2017-05-04,170.0,,,,
22,2009-01-20,,319.1,,,581.9
54,1981-08-15,1015.4,,1374.1,1508.8,
54,1988-01-13,,,,1322.1,
36,2017-09-03,,,377.8,,424.1
54,1996-05-31,686.6,472.9,,963.6,737.0
35,1982-02-12,957.5,646.7,1242.0,,
59,1983-01-30,1006.3,626.6,1396.8,,900.0
22,2001-06-30,584.9,,777.2,854.3,
62,2018-07-11,171.6,189.7,,279.8,397.0
40,1999-11-09,587.5,393.6,,,756.7
55,1972-02-28,,760.8,,1668.8,1254.0
58,2019-09-25,,148.7,,224.5,393.7
19,1990-11-29,736.5,,1148.0,,
61,2010-05-23,382.5,,617.2,505.4,
21,2013-08-04,264.5,,522.7,413.6,
59,1994-07-07,,,,1061.8,895.0
64,1972-09-29,,651.2,1785.0,1796.2,1126.6
59,2002-08-02,516.5,,862.4,759.1,
63,1977-05-27,1043.0,632.7,1452.8,1550.4,
39,1977-06-24,1130.6,,1382.8,1624.5,
33,1992-03-24,,,1021.5,,
27,2015-06-03,,,,377.1,
25,2005-09-05,487.7,324.5,,638.1,
49,2018-04-08,,,,,460.7
30,1991-01-31,793.0,,1160.2,1153.2,
14,1985-06-04,,,1168.7,1283.1,898.4
44,2018-09-16,,,364.9,,
40,1973-05-25,1182.9,,1521.2,,1204.5
34,1996-09-09,652.6,,954.2,1050.2,
30,1999-04-20,659.3,374.8,851.8,802.9,
53,1972-10-11,,,,,1149.8
20,1998-01-01,627.5,,,,
35,1998-07-13,,405.2,835.0,933.9,792.5
41,1972-08-26,,768.6,1515.0,1873.2,1148.6
24,1990-04-15,,486.1,,,875.3
58,1984-07-06,1025.4,560.0,1387.8,,
50,2009-08-28,,302.0,,561.1,632.1
44,2012-05-05,,,,,504.6
24,1990-08-25,838.4,511.0,1042.5,1213.2,924.0
24,1986-07-28,,589.8,1210.9,,
34,2001-01-23,519.9,,766.6,,
42,1988-09-15,,,,,932.5
35,1974-04-16,1254.5,,1499.5,,
35,1996-08-16,,,1053.0,871.3,
39,1970-11-29,1387.7,,1695.4,1702.9,
32,2015-01-15,,215.3,,425.4,
25,1982-09-27,1003.9,,1345.1,1491.7,
41,2012-11-25,,250.9,,,
14,2013-04-05,268.1,,,,472.1
44,1975-03-13,,,,1569.2,
22,1982-12-14,,635.6,,,930.7
49,2010-05-05,321.9,277.2,,572.7,
21,2011-10-01,,,609.1,,
47,2014-07-02,,,510.6,428.6,469.2
17,2002-10-26,,383.6,808.2,,674.8
38,2010-11-05,,275.1,551.3,506.9,506.2
42,1985-08-19,,,,,1001.6
38,1994-05-19,,444.0,,,
52,1985-11-06,952.2,,1260.7,,1027.9
58,1991-10-31,,515.8,1012.9,1033.4,
46,2001-01-02,520.7,393.2,855.7,,
62,2004-01-27,547.1,375.5,716.9,745.1,
34,1988-04-09,,568.4,,,
57,2019-06-06,,161.5,326.8,237.1,393.1
64,2000-06-17,,427.1,877.4,825.2,766.1
29,2013-08-03,,246.9,,397.3,504.5
28,1981-03-10,,629.9,,1554.6,1057.6
49,1998-05-05,,425.8,955.2,837.8,816.4
27,1979-06-27,,,1574.0,1551.8,
17,1990-05-06,,521.1,1038.3,,
67,1996-12-18,609.2,,,983.4,
18,2010-01-19,390.8,260.5,623.4,,
15,1992-12-16,803.0,484.0,,,800.0
40,1973-09-05,1193.4,691.5,1531.5,1560.9,
43,2001-01-26,549.6,,777.8,,
58,2019-10-13,122.1,,304.7,230.1,455.5
57,2005-01-13,487.8,318.7,801.9,,
44,2012-10-08,,,517.8,,
65,2010-02-08,363.1,,,537.1,
20,1987-03-05,827.9,563.9,1191.3,1283.9,886.4
21,1998-06-26,,,988.3,916.2,748.7
67,1982-04-07,971.6,,,1536.1,
55,1990-10-30,,519.7,1071.2,,877.1
63,1989-11-18,,,1092.9,1290.5,
19,2017-04-03,178.0,,371.6,,416.9
21,2000-07-06,,376.2,804.6,,
14,1988-12-11,,570.6,,,
43,2015-03-28,231.6,,,388.8,
16,1978-03-06,,596.0,,,987.4
18,2008-09-11,398.7,278.8,,535.1,580.0
58,1974-08-06,1154.1,681.2,1600.3,,1080.4
18,2018-05-06,175.9,,386.1,,424.7
36,1982-12-08,,654.6,,1291.9,1006.7
37,1972-05-14,,774.2,1690.6,,
39,2006-08-17,402.1,310.9,,,
55,2006-06-10,,,,,657.9
16,1994-04-20,,427.4,,,
63,1993-04-26,707.4,,1108.4,1031.6,
37,2019-05-14,,,,,458.4
52,1994-03-27,785.1,,1017.1,998.0,874.3
38,1971-02-01,1397.7,667.7,1736.7,1665.7,
63,2010-02-27,,275.9,625.0,537.5,
30,1986-12-27,952.7,555.3,,,
26,2010-01-25,,292.7,619.6,,
16,2013-07-19,253.8,225.7,526.1,456.8,565.0
22,1992-03-20,848.2,,,1180.9,806.2
21,1974-10-02,,746.8,1655.8,,1137.3
15,1984-08-13,967.4,,,,
46,1978-01-22,,,1566.8,1601.6,
67,2000-01-05,559.1,388.5,825.9,938.7,
55,1999-01-20,,371.3,,973.6,712.9
67,1994-11-17,645.5,440.1,,926.2,
20,1987-08-16,851.6,513.2,,1124.2,
48,2001-09-04,556.7,,,,685.2
48,1997-10-31,688.8,395.0,992.9,912.9,768.2
41,1999-08-25,585.0,420.3,852.2,,
41,2010-10-30,,,,,520.0
55,2019-09-23,119.9,,,242.7,434.6
36,1972-01-31,,759.1,,1738.6,1239.1
31,1985-01-05,,,1393.3,,
60,1985-10-16,895.7,,1179.9,,
66,2005-12-12,,340.5,,605.2,
18,2003-01-06,,378.8,,818.2,
42,1979-10-21,1105.9,652.8,1412.4,1460.0,1113.6
45,2014-05-25,264.4,228.9,449.8,443.4,
35,2010-08-29,,293.5,605.4,,617.0
55,1987-10-21,,510.2,,1263.1,853.5
40,1984-09-21,1019.3,,1171.2,1437.3,
15,1984-02-02,1005.4,,,1286.7,1041.4
14,1997-12-25,636.6,,988.4,,
32,1976-07-03,,,1547.7,1489.5,1150.2
50,1974-03-01,1210.9,,,1601.7,1092.4
41,2007-12-20,409.7,306.5,671.4,,560.4
50,2008-03-02,,,653.1,554.9,621.7
27,1989-02-12,,506.1,,,827.8
15,2019-07-26,,178.4,329.1,220.6,418.8
28,1998-01-10,,399.7,1016.6,,
55,1979-04-01,,635.6,,1406.7,
38,2007-07-14,409.8,328.3,723.5,,
61,2011-05-18,313.0,,518.0,474.6,600.9
47,2015-03-04,242.7,197.8,493.2,,
22,1996-02-06,719.4,,,931.1,
56,2004-10-22,441.5,314.0,766.7,,667.7
18,1991-02-23,753.9,472.4,1024.2,,
52,2008-09-08,411.0,,,,591.2
49,2000-05-15,561.6,370.4,821.2,,691.8
65,1977-12-07,1062.2,639.8,1540.4,1584.2,1121.0
51,1992-01-13,,511.0,,,846.5
18,1977-07-18,,610.5,1515.0,1554.0,1124.4
65,2004-09-17,,311.1,749.8,667.0,593.3
50,2013-04-18,,,475.5,,492.2
67,2015-12-13,,206.3,,,517.3
43,2007-11-03,399.2,299.5,717.9,,565.7
18,2001-05-09,517.6,,,,759.8
56,2020-11-25,,160.0,332.0,188.5,
25,2020-02-03,125.7,,354.5,222.0,
58,1983-02-11,,,,1404.5,1080.9
19,1973-11-21,,,1443.1,,
47,2012-08-05,293.1,233.4,,,499.7
41,1998-07-22,575.8,,859.3,,
41,1984-03-28,,639.7,,1393.6,
36,2010-10-21,324.3,,,,
52,2001-09-01,,370.5,,873.5,760.6
55,1999-10-21,,,,,781.4
30,1987-11-30,,,,1275.7,
17,2016-03-11,228.6,203.2,,,
36,1995-08-07,,,,1007.5,870.4
55,1998-09-16,588.8,451.6,863.4,839.6,692.1
48,1997-08-23,683.0,,,,
47,2016-05-10,,,393.8,,
51,2013-08-15,291.4,257.9,,419.2,483.6
64,1975-07-19,1145.6,,,1490.5,
54,1998-10-01,,,929.2,,726.0
40,2017-05-22,,210.7,375.3,291.7,485.3
18,1988-08-05,873.1,,,1210.7,928.0
31,2007-03-13,388.9,,,,
21,1983-11-14,,616.8,1396.7,1363.8,
55,2008-08-16,,,616.1,531.3,
60,2003-03-19,,378.1,,,706.6
14,1970-10-06,,708.7,1711.7,1815.6,
57,1984-07-02,,591.6,,1406.5,1030.5
55,2002-10-12,522.6,362.9,766.6,839.7,702.7
24,1971-05-04,,,,1875.2,1218.1
36,1970-12-31,1237.8,723.7,1571.5,1682.9,1285.8
53,1971-06-25,1212.0,731.0,,1924.8,1103.4
54,2008-12-24,,,,,632.5
23,1995-12-02,,,,999.1,780.2
64,1990-05-22,762.0,,1232.8,,960.2
15,1979-08-20,1057.5,,1294.3,1389.5,1074.6
59,1992-08-11,789.8,487.0,,,
61,2004-08-03,,,,,655.4
17,1974-06-16,,668.6,,,1094.2
26,2020-05-31,,,,,385.1
52,2015-05-13,,221.8,,345.0,505.7
62,1990-04-08,869.6,,,,939.8
22,1984-10-30,,,,1447.6,1044.9
59,1978-09-25,,606.2,1548.2,1422.4,993.3
58,1973-06-23,,,,1719.9,1108.2
14,1973-12-25,1304.5,684.8,1692.3,,
28,2011-10-13,300.2,259.9,,,
66,1978-12-23,,,1582.2,1596.6,1100.7
56,1971-06-21,1295.1,,,,1251.2
40,1995-07-18,,445.4,916.2,,874.7
39,1983-02-20,,,1357.8,1439.7,1029.6
56,2018-01-23,,189.8,,,405.7
27,1983-09-23,1007.1,,1320.8,1235.1,952.7
48,1971-08-04,,,1579.3,1790.9,
19,1984-11-11,,,,,1059.1
37,2015-03-01,,,449.7,384.2,496.9
30,1975-08-29,1091.1,615.7,,,1212.3
50,2001-01-15,,,800.6,,
65,1986-02-12,,,,1279.2,926.0
58,1986-02-19,994.5,,1374.2,,
39,1992-10-18,783.6,528.1,1062.2,,836.5
42,2017-05-11,,,369.2,,
44,1974-01-30,1160.2,682.4,1623.6,,
29,2002-08-01,511.5,,780.4,739.3,
58,1970-12-03,,,1762.4,,1263.2
29,1986-09-03,,582.3,1349.0,1335.0,915.6
32,2000-03-13,,,860.2,,744.3
53,1973-11-20,1289.6,701.0,,,
65,1985-06-22,895.7,581.8,1320.3,1354.8,1019.2
18,1990-01-06,822.4,,,,912.4
63,2014-01-19,,,,439.9,
56,1993-07-30,798.6,432.1,975.5,,833.5
17,1995-07-27,749.5,441.7,1033.6,,
27,1970-05-09,1264.9,,,,1132.0
44,1989-01-31,,,1133.0,1157.1,935.3
51,2004-02-09,537.7,377.8,,,
41,2009-01-13,351.0,297.5,660.3,,625.9
44,2013-09-23,,,458.0,,
60,1999-04-28,639.1,409.6,973.3,,
21,1990-03-19,804.5,,,,885.6
57,1975-12-14,1196.0,,1576.1,,1130.5
48,2013-06-30,,,,,533.6
23,1995-10-19,,,947.2,,819.5
20,1970-04-28,1416.9,,1746.4,1935.9,
55,1995-12-30,,405.1,901.0,1026.4,833.1
43,1999-02-07,581.5,421.7,879.0,858.3,
36,2018-06-28,,,337.4,,
48,1995-05-18,,,964.4,935.1,
29,1984-10-23,,546.2,,,964.1
21,2018-09-03,167.1,,352.9,,
36,2010-07-20,311.6,299.6,596.6,,
46,1984-05-06,,626.0,,1391.3,1017.6
23,1977-02-26,1095.8,711.4,1516.4,,1087.6
52,1975-02-04,1126.3,,,,1172.9
64,1972-06-30,1227.5,788.9,1563.6,1609.1,1252.2
52,1983-09-14,,629.8,,1479.8,
23,1986-06-30,989.0,,1226.5,1223.5,
43,1979-09-15,1145.7,,,1415.6,1121.0
62,1999-01-14,,420.3,,,
45,1999-01-31,,,,893.1,
60,2019-08-10,128.9,181.1,331.9,262.6,
41,1983-06-20,,,,,948.3
45,1977-03-18,,,1479.2,1677.8,
66,2014-04-30,,,,441.4,526.4
36,2001-04-21,593.5,,909.8,889.6,767.4
67,2014-10-16,,212.6,432.5,,
33,2020-07-01,,146.6,331.4,196.2,
55,1978-04-18,1169.1,,,1420.3,1022.9
16,1979-12-17,,,1303.0,,
63,1990-11-28,,,1027.6,,
22,1974-06-02,1138.3,,,,
21,1984-06-17,,530.2,,1237.6,
49,1996-08-19,619.1,473.9,918.3,926.1,846.0
19,1999-01-31,617.3,,,,
20,1994-07-20,785.6,441.7,,1013.8,852.1
52,1989-07-01,,570.5,,,900.1
45,1981-11-02,1091.1,562.1,,1552.1,973.7
41,1995-08-21,731.9,490.6,897.1,975.0,
48,1980-09-10,1025.6,,,,1076.1
43,1999-05-06,,391.8,929.3,884.7,
22,2009-04-04,,306.1,,567.0,617.4
49,2018-08-18,,,,,450.5
67,1989-09-25,,,,1232.4,934.7
57,1989-08-10,869.1,,1233.1,1212.7,
35,1998-10-09,622.6,377.2,,980.8,
15,2006-02-20,,,,731.5,607.6
38,2019-10-25,136.2,151.2,,,
53,1984-05-27,,,1274.9,,
59,1993-12-10,,502.6,1140.8,,744.0
63,1982-02-24,1012.2,,1421.4,1301.5,1017.4
22,1986-10-31,,,,1196.9,
15,1981-04-01,1087.7,,,1356.5,1112.6
54,2008-01-31,,,690.6,618.0,570.7
21,1970-01-23,,,,,1213.9
67,2009-01-12,368.3,300.1,689.1,,558.0
28,1993-07-07,,495.7,,,758.6
34,2017-03-31,183.8,208.2,400.7,,
29,1989-05-08,,528.2,,,
32,1978-04-03,1202.1,695.5,1557.2,,1066.0
34,2015-02-20,240.5,212.2,,407.0,527.7
24,1983-12-28,1035.5,546.0,,1383.7,
17,1972-02-18,,,,,1124.3
55,1987-08-31,,572.8,,,966.3
66,1975-04-27,,645.1,1526.1,1538.9,1122.0
46,1977-06-23,,,1409.1,,
23,2010-07-23,,,,580.2,618.4
42,1994-04-27,,488.4,,1097.7,
25,2016-04-27,,,,,477.3
64,1999-04-28,615.6,392.6,,816.2,691.3
29,1985-04-06,,596.1,1240.1,,
27,2014-05-12,,220.0,,,
18,1985-08-12,,511.3,1202.3,1381.5,974.8
21,2018-06-16,164.0,184.7,391.0,,
35,2014-11-24,,228.6,510.0,362.6,454.8
40,2005-10-17,,347.8,676.0,652.5,700.2
33,1980-03-26,1134.6,,1389.4,,
30,2012-04-01,,275.1,,479.2,492.0
17,1972-09-13,,766.8,1520.3,,
26,1979-11-18,1080.7,638.8,,1559.0,
36,1975-05-23,1169.0,,,1532.2,
53,1973-10-19,1161.7,740.7,,,1111.0
22,1978-03-06,1091.6,689.4,,1678.4,
47,1979-01-29,1081.9,679.1,1364.6,,
26,2004-11-22,464.8,,727.9,,638.2
44,2015-11-05,,197.7,429.6,,524.0
27,1984-06-17,1028.5,599.7,,1332.0,1047.3
37,1974-11-18,1103.1,,1623.2,,1129.5
64,2009-09-20,364.8,280.3,,,565.5
67,2004-12-07,499.9,,,,703.1
32,1986-06-20,,,1281.0,1284.6,
41,1987-07-22,,511.1,,1372.3,
14,2019-12-21,121.3,169.7,,218.4,
66,2002-01-01,,,883.8,783.4,760.0
53,2001-11-20,506.5,346.7,,816.6,707.0
67,1972-08-18,,754.5,,1623.4,1187.6
26,2014-03-16,,211.6,,,
16,1999-06-02,,371.5,,,764.0
17,1978-08-02,,616.3,,,1075.4
57,1978-09-09,,,,1596.0,
46,2016-02-14,225.6,,454.7,339.9,487.3
44,2000-12-06,614.4,367.8,,,
48,1987-08-28,,594.9,,,
63,1999-04-21,,,,894.1,752.1
34,2010-03-04,,,,,566.9
44,2014-04-01,,217.3,,429.5,
65,1983-08-20,,573.1,1298.7,,909.1
20,2010-05-28,,,608.2,568.9,
24,2011-01-05,316.7,,613.2,,
20,1985-01-14,1017.3,,,1393.3,
48,1982-07-07,,601.5,,1481.9,
30,2014-05-02,,,438.8,439.9,
31,1977-05-20,,,,,1027.4
37,2008-11-18,423.2,,,565.8,
19,1972-12-22,,650.6,1661.8,1605.9,
25,1971-08-29,,688.8,1532.5,1628.9,
14,2018-05-23,,180.2,375.9,271.3,451.8
60,2008-05-15,,296.7,,,
29,1999-08-18,615.2,385.4,,907.7,
24,1994-03-14,788.4,,,,886.6
55,2001-10-23,521.5,,887.1,,714.7
61,1995-09-20,,448.1,962.9,,
59,2003-06-11,,323.1,776.3,,
46,2000-04-22,,,,821.4,
66,1994-05-14,,,,,821.4
56,1974-02-02,1221.6,648.5,1632.9,1797.6,
33,1977-07-14,,656.3,1408.9,,
44,1976-10-14,1148.2,616.6,1364.8,,985.1
54,2010-05-31,339.8,,566.2,,621.1
53,2003-01-01,532.4,,756.9,,684.6
31,2007-06-20,427.9,310.9,715.4,,553.9
